season,week,game_id,kickoff,kickoff_mt,team,team_side,player_rank,player_id,player_name,jersey_number,games_sampled,projected_sacks,projected_qb_hits,projected_tfl,projected_blocked_punts,projected_loss_yards,penalties_per_game,penalty_count,penalty_yards
2026,2,2026_02_GB_NYJ,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,GB,away,2,00-0037075,D.Wyatt,95.0,26,0.62,1.15,0.81,0.0,8.46,1.25,5,32.0
2026,2,2026_02_GB_NYJ,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,GB,away,3,00-0040010,B.Sorrell,99.0,3,0.5,1.0,0.33,0.0,0.67,0.0,0,0.0
2026,2,2026_02_GB_NYJ,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,GB,away,4,00-0036388,X.McKinney,29.0,4,0.5,0.75,0.5,0.0,5.0,1.0,3,33.0
2026,2,2026_02_GB_NYJ,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,GB,away,5,00-0038398,K.Brooks,94.0,17,0.47,0.94,0.65,0.0,6.97,1.0,5,46.0
2026,2,2026_02_GB_NYJ,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,GB,away,6,00-0039112,L.Van Ness,90.0,22,0.39,1.05,0.77,0.0,4.95,1.0,11,105.0
2026,2,2026_02_GB_NYJ,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,GB,away,7,00-0039850,E.Cooper,56.0,14,0.29,0.71,1.21,0.0,6.96,1.0,2,20.0
2026,2,2026_02_GB_NYJ,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,GB,away,8,00-0035133,K.Nixon,25.0,16,0.22,0.5,0.94,0.0,5.06,1.25,25,191.0
2026,2,2026_02_GB_NYJ,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,GB,away,9,00-0040016,W.Brinson,91.0,3,0.17,1.0,0.0,0.0,1.17,1.0,2,20.0
2026,2,2026_02_GB_NYJ,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,GB,away,10,00-0036658,I.McDuffie,58.0,18,0.11,0.5,0.61,0.0,1.89,1.0,6,63.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,TB,home,1,00-0036411,A.Winfield,31.0,33,0.55,0.88,0.73,0.0,7.58,1.25,5,51.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,TB,home,2,00-0035254,A.Nelson,98.0,40,0.54,1.15,0.72,0.0,7.5,1.0,8,59.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,TB,home,3,00-0034773,V.Vea,50.0,66,0.53,1.2,0.73,0.0,7.74,1.0,16,125.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,TB,home,4,00-0039068,Y.Diaby,0.0,36,0.53,1.31,1.06,0.0,8.72,1.0,8,55.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,TB,home,5,00-0039063,C.Kancey,94.0,24,0.48,1.25,0.92,0.0,6.71,1.0,6,38.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,TB,home,6,00-0040143,J.Parrish,25.0,5,0.4,0.6,1.4,0.0,9.4,1.0,3,32.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,TB,home,7,00-0040183,E.Roberts,95.0,6,0.33,0.83,0.33,0.0,2.17,1.0,1,15.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,TB,home,8,00-0039049,S.Dennis,8.0,12,0.33,0.67,0.92,0.0,8.58,1.0,4,24.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,TB,home,9,00-0039846,T.Smith,23.0,11,0.18,0.64,0.91,0.0,5.45,1.0,2,23.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,TB,home,10,00-0037268,Z.McCollum,27.0,3,0.0,0.0,1.0,0.0,1.67,1.222,11,85.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,CLE,away,1,00-0040263,D.McMillon,31.0,1,1.0,1.0,1.0,0.0,20.0,1.0,1,15.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,CLE,away,2,00-0033131,M.Collins,96.0,10,0.65,1.3,0.7,0.0,6.7,1.0,2,7.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,CLE,away,3,00-0040255,A.Huntington,98.0,1,0.5,1.0,0.0,0.0,4.0,1.0,1,15.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,CLE,away,4,00-0038574,I.McGuire,57.0,17,0.32,1.0,1.06,0.0,8.74,0.0,0,0.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,CLE,away,5,00-0039895,M.Hall,51.0,8,0.31,1.25,0.62,0.0,4.88,0.0,0,0.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,CLE,away,6,00-0040579,C.Schwesinger,49.0,10,0.25,0.9,1.1,0.0,6.8,1.0,1,8.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,CLE,away,7,00-0036282,G.Delpit,9.0,28,0.23,0.61,0.89,0.0,4.88,1.0,9,89.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,CLE,away,8,00-0040685,M.Graham,94.0,10,0.05,0.4,0.7,0.0,1.85,1.0,1,5.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,CLE,away,9,00-0034856,D.Ward,21.0,18,0.03,0.33,0.72,0.0,2.0,1.077,28,360.0
2026,2,2026_02_CLE_TB,2026-09-20 23:00:00+00:00,2026-09-20 17:00 MDT,CLE,away,10,00-0036974,T.Campbell,7.0,2,0.0,0.5,0.5,0.0,2.0,0.0,0,0.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,TEN,home,1,00-0038514,T.Jones,56.0,2,0.75,1.0,1.0,0.0,13.5,0.0,0,0.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,TEN,home,2,00-0035643,J.Simmons,98.0,62,0.69,1.4,1.06,0.0,10.52,1.143,32,289.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,TEN,home,3,00-0035672,C.Barton,50.0,4,0.25,0.25,1.0,0.0,8.0,0.0,0,0.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,TEN,home,4,00-0039430,J.Williams,52.0,4,0.25,0.25,0.75,0.25,6.25,1.167,7,69.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,TEN,home,5,00-0040141,K.Winston,23.0,5,0.2,0.8,0.8,0.0,5.8,0.0,0,0.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,TEN,home,6,00-0039858,C.Gray,33.0,8,0.12,0.38,0.88,0.0,3.25,1.5,6,62.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,TEN,home,7,00-0035632,A.Hooker,37.0,14,0.07,0.21,0.93,0.0,2.57,1.0,10,154.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,TEN,home,8,00-0040752,F.Oladejo,7.0,2,0.0,1.0,1.0,0.0,4.0,0.0,0,0.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,TEN,home,9,00-0040201,M.Harris,26.0,1,0.0,0.0,1.0,0.0,1.0,1.0,3,31.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,TEN,home,10,00-0040020,M.Robinson,21.0,1,0.0,0.0,1.0,0.0,2.0,0.0,0,0.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,PHI,away,1,00-0038978,B.Young,94.0,4,0.62,1.0,0.75,0.0,4.75,1.0,1,15.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,PHI,away,2,00-0038412,M.Ojomo,97.0,12,0.5,1.42,0.5,0.0,6.33,1.2,6,44.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,PHI,away,3,00-0037073,J.Davis,90.0,16,0.5,0.75,0.94,0.0,5.81,1.0,1,15.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,PHI,away,4,00-0039140,K.Ringo,7.0,2,0.5,0.5,0.5,0.0,1.0,1.455,16,218.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,PHI,away,5,00-0038386,J.Carter,98.0,28,0.48,1.32,0.89,0.0,7.34,1.071,15,118.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,PHI,away,6,00-0039013,N.Smith,3.0,22,0.48,1.14,0.45,0.0,5.0,1.2,6,55.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,PHI,away,7,00-0036418,Z.Baun,53.0,16,0.44,0.62,1.12,0.0,5.03,1.0,3,45.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,PHI,away,8,00-0039740,J.Hunt,58.0,20,0.4,1.35,0.5,0.0,5.75,1.0,3,39.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,PHI,away,9,00-0039826,J.Trotter,54.0,2,0.25,1.5,0.5,0.0,2.25,1.25,5,58.0
2026,2,2026_02_PHI_TEN,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,PHI,away,10,00-0040749,A.Mukuba,24.0,2,0.25,0.5,1.0,0.0,3.75,0.0,0,0.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,DEN,home,1,00-0037249,N.Bonitto,15.0,46,0.8,1.63,0.96,0.0,10.87,1.071,15,118.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,DEN,home,2,00-0037799,D.Tillman,92.0,12,0.75,1.33,0.67,0.0,11.88,1.0,2,25.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,DEN,home,3,00-0037384,J.McMillian,29.0,12,0.58,0.75,1.33,0.0,12.25,1.222,11,99.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,DEN,home,4,00-0039809,J.Elliss,52.0,13,0.58,0.85,0.92,0.0,9.54,1.0,1,5.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,DEN,home,5,00-0036428,J.Strnad,40.0,16,0.47,0.81,0.81,0.0,5.38,1.0,6,46.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,DEN,home,6,00-0035763,M.Roach,97.0,14,0.46,0.93,0.57,0.0,5.0,1.0,3,42.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,DEN,home,7,00-0035248,Z.Allen,99.0,48,0.43,2.31,0.56,0.0,4.61,1.0,6,50.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,DEN,home,8,00-0033297,Dj.Jones,93.0,20,0.4,0.85,0.65,0.0,4.72,1.0,2,10.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,DEN,home,9,00-0038106,E.Uwazurike,96.0,10,0.4,0.8,0.5,0.0,3.4,1.0,1,0.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,DEN,home,10,00-0036564,T.Hufanga,9.0,5,0.4,0.6,1.2,0.0,8.2,2.0,4,46.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,JAX,away,1,00-0040329,B.Green,95.0,2,1.0,0.5,1.0,0.0,15.0,1.0,1,10.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,JAX,away,2,00-0038596,A.Johnson,6.0,4,0.75,0.5,0.75,0.0,5.25,1.25,5,54.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,JAX,away,3,00-0035642,J.Allen,41.0,90,0.68,1.67,0.83,0.0,10.08,1.143,16,133.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,JAX,away,4,00-0037235,T.Walker,44.0,49,0.56,1.16,0.73,0.0,9.09,1.0,15,116.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,JAX,away,5,00-0033038,E.Murray,29.0,2,0.5,1.0,1.0,0.0,12.5,1.0,2,41.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,JAX,away,6,00-0032164,A.Armstead,91.0,17,0.44,0.88,0.59,0.0,5.71,1.0,2,10.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,JAX,away,7,00-0039353,J.Jones,4.0,6,0.33,0.5,1.17,0.0,4.67,1.0,9,109.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,JAX,away,8,00-0040342,D.Striggow,92.0,2,0.25,1.5,0.0,0.0,1.0,0.0,0,0.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,JAX,away,9,00-0034473,D.Gardeck,47.0,10,0.25,0.9,0.6,0.0,4.05,1.0,4,15.0
2026,2,2026_02_JAX_DEN,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,JAX,away,10,00-0034413,F.Oluokun,23.0,33,0.2,0.67,0.94,0.0,3.67,1.125,9,95.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LAC,home,1,00-0035202,D.Phillips,53.0,1,1.0,2.0,1.0,0.0,10.0,1.0,1,15.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LAC,home,2,00-0031040,K.Mack,52.0,43,0.85,1.4,1.05,0.0,12.0,1.0,2,20.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LAC,home,3,00-0032146,B.Dupree,48.0,10,0.8,1.3,0.8,0.0,8.3,1.0,3,14.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LAC,home,4,00-0039111,T.Tuipulotu,45.0,34,0.76,1.5,1.15,0.0,8.41,1.0,3,15.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LAC,home,5,00-0039835,J.Eboigbe,92.0,8,0.75,1.25,0.88,0.0,8.38,0.0,0,0.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LAC,home,6,00-0034790,D.James,3.0,44,0.43,0.82,0.91,0.0,6.41,1.167,28,314.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LAC,home,7,00-0038553,D.Henley,0.0,14,0.32,0.64,0.86,0.0,5.96,1.0,4,30.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LAC,home,8,00-0036338,T.Dye,43.0,8,0.31,0.38,0.88,0.0,3.56,1.0,2,13.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LAC,home,9,00-0040144,J.Caldwell,99.0,5,0.2,0.2,1.0,0.0,4.6,1.0,1,5.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LAC,home,10,00-0039369,C.Hart,20.0,3,0.17,1.0,0.0,0.0,0.17,1.125,9,79.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LV,away,1,00-0040169,T.Hemingway,97.0,4,1.0,1.5,1.25,0.0,16.0,0.0,0,0.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LV,away,2,00-0034973,M.Crosby,98.0,92,0.76,1.78,1.45,0.0,11.61,1.333,40,359.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LV,away,3,00-0036989,M.Koonce,51.0,23,0.63,1.39,0.74,0.04,7.2,1.0,3,36.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LV,away,4,00-0033381,A.Butler,69.0,25,0.44,0.96,0.76,0.0,7.1,1.0,5,46.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LV,away,5,00-0039423,J.Laulu,96.0,12,0.42,0.75,0.92,0.0,5.33,1.0,2,15.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LV,away,6,00-0037512,I.Pola-Mao,20.0,8,0.38,0.5,1.0,0.0,6.88,1.0,4,41.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LV,away,7,00-0036293,J.Chinn,11.0,4,0.25,0.5,0.75,0.0,1.0,1.0,1,3.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LV,away,8,00-0037262,T.Booker,99.0,6,0.0,1.17,0.17,0.0,0.33,1.0,4,20.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LV,away,9,00-0036901,E.Stokes,5.0,3,0.0,0.0,1.0,0.0,2.67,1.0,2,23.0
2026,2,2026_02_LV_LAC,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,LV,away,10,00-0037461,T.McCollum,27.0,2,0.0,0.0,1.0,0.0,2.0,1.5,3,30.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,ARI,home,1,00-0034381,J.Sweat,10.0,12,1.0,1.42,1.08,0.0,13.5,1.0,2,20.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,ARI,home,2,00-0040137,J.Burch,52.0,1,1.0,1.0,1.0,0.0,16.0,1.0,1,7.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,ARI,home,3,00-0038623,D.Stills,55.0,13,0.62,1.0,0.85,0.0,9.12,1.0,5,32.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,ARI,home,4,00-0035636,L.Collier,91.0,7,0.5,1.14,0.57,0.0,5.21,1.0,1,5.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,ARI,home,5,00-0040706,W.Nolen,97.0,5,0.4,1.0,1.0,0.0,6.2,0.0,0,0.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,ARI,home,6,00-0039854,D.Robinson,56.0,5,0.4,0.6,1.0,0.0,3.8,1.0,2,10.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,ARI,home,7,00-0036933,Z.Collins,25.0,36,0.33,0.75,0.86,0.0,7.26,1.2,6,57.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,ARI,home,8,00-0036995,B.Browning,5.0,12,0.33,0.67,0.67,0.0,4.5,1.0,5,25.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,ARI,home,9,00-0035144,Ma.Wilson,1.0,10,0.3,0.8,0.7,0.0,5.3,1.0,2,15.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,ARI,home,10,00-0033890,B.Baker,3.0,46,0.22,0.41,1.11,0.0,4.75,1.0,12,141.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,SEA,away,1,00-0038764,P.O'Connell,52.0,1,1.0,1.0,1.0,0.0,2.0,0.0,0,0.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,SEA,away,2,00-0031933,L.Williams,99.0,34,0.65,1.79,1.0,0.0,9.15,1.125,9,100.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,SEA,away,3,00-0039309,B.Murphy,91.0,12,0.62,1.17,0.75,0.0,8.25,1.0,2,31.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,SEA,away,4,00-0032387,J.Reed,90.0,66,0.55,1.41,0.56,0.0,6.94,1.0,13,93.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,SEA,away,5,00-0034350,U.Nwosu,7.0,36,0.54,1.44,0.67,0.0,7.86,1.111,10,76.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,SEA,away,6,00-0031411,D.Lawrence,0.0,13,0.46,1.54,0.85,0.0,7.0,1.0,1,15.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,SEA,away,7,00-0038922,D.Thomas,32.0,8,0.44,0.75,1.25,0.0,6.94,1.0,1,5.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,SEA,away,8,00-0038765,T.Okada,39.0,4,0.38,0.5,0.75,0.0,5.62,1.0,1,15.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,SEA,away,9,00-0039815,T.Knight,48.0,10,0.35,0.6,0.9,0.0,8.45,0.0,0,0.0
2026,2,2026_02_SEA_ARI,2026-09-21 01:00:00+00:00,2026-09-20 19:00 MDT,SEA,away,10,00-0039047,D.Hall,58.0,29,0.34,1.31,0.41,0.0,3.34,1.0,7,46.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,DAL,home,1,00-0038556,D.Overshown,0.0,6,0.83,0.83,1.5,0.0,12.67,1.0,1,15.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,DAL,home,2,00-0037310,J.Houston,41.0,10,0.55,1.3,0.6,0.0,9.35,1.0,4,43.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,DAL,home,3,00-0040011,S.James,50.0,4,0.38,1.25,0.5,0.0,2.5,1.0,2,20.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,DAL,home,4,00-0033120,K.Clark,97.0,9,0.33,1.0,0.67,0.0,5.56,0.0,0,0.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,DAL,home,5,00-0035718,Q.Williams,92.0,6,0.25,1.5,0.5,0.0,3.75,1.0,1,15.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,DAL,home,6,00-0040725,D.Ezeiruaku,6.0,12,0.17,1.0,0.75,0.0,4.17,1.0,2,16.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,DAL,home,7,00-0037275,D.Bland,26.0,7,0.0,0.43,1.0,0.0,2.14,1.125,9,100.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,DAL,home,8,00-0037561,M.Bell,14.0,5,0.0,0.2,0.8,0.0,2.6,1.111,10,92.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,DAL,home,9,00-0033877,M.Hooker,24.0,10,0.0,0.1,0.9,0.0,1.8,1.0,1,15.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,DAL,home,10,00-0040008,S.Revel,28.0,1,0.0,0.0,1.0,0.0,1.0,1.0,4,37.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,WAS,away,1,00-0040314,R.Barber,50.0,1,1.0,1.0,1.0,0.0,12.0,0.0,0,0.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,WAS,away,2,00-0034302,F.Luvu,4.0,16,0.69,1.25,1.06,0.0,8.75,1.0,3,24.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,WAS,away,3,00-0039412,J.Jean-Baptiste,41.0,3,0.67,1.0,0.67,0.0,4.67,0.0,0,0.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,WAS,away,4,00-0034373,D.Armstrong,92.0,18,0.58,1.17,0.78,0.0,6.94,1.0,2,20.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,WAS,away,5,00-0034333,D.Payne,94.0,74,0.5,1.09,0.88,0.0,7.2,1.0,16,146.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,WAS,away,6,00-0034465,J.Reaves,39.0,8,0.25,0.5,0.88,0.0,2.75,1.0,4,38.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,WAS,away,7,00-0039149,J.Martin,20.0,8,0.12,0.5,0.5,0.0,2.38,1.0,3,40.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,WAS,away,8,00-0036260,J.Kinlaw,99.0,6,0.0,0.5,0.83,0.0,1.0,1.25,5,34.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,WAS,away,9,00-0039898,M.Sainristil,0.0,2,0.0,0.0,1.0,0.0,2.5,1.0,5,35.0
2026,2,2026_02_WAS_DAL,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,WAS,away,10,00-0039368,J.Magee,58.0,3,0.0,0.0,1.0,0.0,1.67,1.0,2,25.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,SF,home,1,00-0035717,N.Bosa,97.0,75,0.86,2.24,1.21,0.0,12.49,1.067,16,130.0
