season,week,game_id,home_team_x,away_team_x,home_win_prob,pred_home_margin,prediction_source,prediction_made_at,home_team_actual,away_team_actual,home_score,away_score,home_margin,actual_home_win,predicted_home_win,prob_error_sq,margin_error,abs_margin_error,sq_margin_error,log_loss_component,misclassified,home_team_y,away_team_y,weather_wind_mph,weather_wind_mph_wx,weather_temp_f,weather_temp_f_wx,weather_temp_kickoff_f,weather_temp_kickoff_f_wx,wind,temp,inj_qb_questionable_home,inj_qb_questionable_away,inj_qb_doubtful_home,inj_qb_doubtful_away,inj_qb_out_home,inj_qb_out_away,inj_qb_reserve_home,inj_qb_reserve_away,inj_practice_limited_home,inj_practice_limited_away,inj_practice_limited_rolling3_home,inj_practice_limited_rolling3_away,inj_qb_questionable_rolling3_home,inj_qb_questionable_rolling3_away,inj_qb_doubtful_rolling3_home,inj_qb_doubtful_rolling3_away,inj_qb_reserve_rolling3_home,inj_qb_reserve_rolling3_away,home_rest,away_rest,sched_rest_days_home,sched_rest_days_away,sched_back_to_back_travel_home,sched_back_to_back_travel_away,roof_is_dome,home_indoor,away_indoor,away_travel_distance_km,away_travel_distance_miles,home_travel_distance_km,timezone_diff_hours,timezone_diff_hours_abs,away_travel_east,away_travel_west,travel_km_short_rest,travel_km_back_to_back,travel_km_per_rest_day,timezone_diff_short_rest,wind_mph,temp_f,qb_uncertain,qb_uncertainty_score,short_rest,back_to_back_travel,indoor_game,outdoor_game,log_loss_per_game,high_error,rest_diff,rest_days_diff
2023,2,2023_02_CHI_TB,TB,CHI,0.778323233127594,2.9791167,w02_predictions_history_2023.csv,2025-10-26 19:38:16.623087+00:00,TB,CHI,27.0,17.0,10.0,1.0,1,0.049140588971003,-7.0208833,7.0208832999999995,49.29280231221888,-0.2506133743411766,False,TB,CHI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,0,0,0,0,0,1612.1028840685906,1001.7139811765842,0.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0,0,0,1,0.25061337434117664,0,0,0
2023,2,2023_02_CLE_PIT,PIT,CLE,0.5981782078742981,1.501206,w02_predictions_history_2023.csv,2025-10-26 19:38:16.623087+00:00,PIT,CLE,26.0,22.0,4.0,1.0,1,0.1614607526271108,-2.498794,2.498794,6.243971454436001,-0.5138665629478568,False,PIT,CLE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,8,8,8,8,0,0,0,0,0,183.98510450821584,114.32300837337459,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.5,0,0,0,1,0.5138665629478568,0,0,0
2023,2,2023_02_SF_LA,LA,SF,0.6073978543281555,0.005849082,w02_predictions_history_2023.csv,2025-10-26 19:38:16.623087+00:00,LA,SF,23.0,30.0,-7.0,0.0,1,0.3689321534424472,7.005849082,7.005849082,49.08192135976024,-0.9349585318672824,True,LA,SF,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,7,7,7,7,0,1,1,1,0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.5,0,1,1,0,0.9349585318672824,0,0,0
2023,2,2023_02_MIN_PHI,PHI,MIN,0.7400737404823303,4.017675,w02_predictions_history_2023.csv,2025-10-26 19:38:16.623087+00:00,PHI,MIN,34.0,28.0,6.0,1.0,1,0.0675616603868469,-1.9823250000000003,1.9823250000000003,3.929612405625001,-0.301005448448137,False,PHI,MIN,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,0,0,0,1,1584.0258129378303,984.2677034109926,0.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,0,1,0,0.301005448448137,0,0,0
2023,2,2023_02_MIA_NE,NE,MIA,0.7305130362510681,2.123908,w02_predictions_history_2023.csv,2025-10-26 19:38:16.623087+00:00,NE,MIA,17.0,24.0,-7.0,0.0,1,0.5336492961327544,9.123908,9.123908,83.24569719246401,-1.3112352617921683,True,NE,MIA,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.5,3.0,0.5,0.0,0.0,0.0,0.0,0.0,7,7,7,7,0,1,0,0,0,1972.5474708363204,1225.6837945010352,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,0,1,0,1,1.3112352617921685,1,0,0
2023,2,2023_02_GB_ATL,ATL,GB,0.7428602576255798,3.6562772,w02_predictions_history_2023.csv,2025-10-26 19:38:16.623087+00:00,ATL,GB,25.0,24.0,1.0,1.0,1,0.0661208471083831,2.6562772,2.6562772,7.05580856323984,-0.2972473305192107,False,ATL,GB,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,0,1,0,1,0,1235.6025213508115,767.767574294275,0.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0,1,1,0,0.29724733051921076,0,0,0
2023,2,2023_02_LAC_TEN,TEN,LAC,0.6143006086349487,1.1306245,w02_predictions_history_2023.csv,2025-10-26 19:38:16.623087+00:00,TEN,LAC,27.0,24.0,3.0,1.0,1,0.1487640204993709,-1.8693755,1.8693755,3.4945647600002503,-0.4872708800347081,False,TEN,LAC,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,0,0,0,0,1,2871.1549435695815,1784.0524184407745,0.0,2.0,2.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0,0,1,0,0.48727088003470814,0,0,0
2023,2,2023_02_KC_JAX,JAX,KC,0.5832435488700867,-0.91372925,w02_predictions_history_2023.csv,2025-10-26 19:38:16.623087+00:00,JAX,KC,9.0,17.0,-8.0,0.0,1,0.3401730372985732,7.08627075,7.08627075,50.21523314230556,-0.8752532778551728,True,JAX,KC,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,7,10,7,10,0,0,0,0,0,1520.7087764454202,944.9243331286672,0.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.5,0,0,0,1,0.8752532778551728,0,-3,-3
2023,2,2023_02_IND_HOU,HOU,IND,0.7537645101547241,3.0965574,w02_predictions_history_2023.csv,2025-10-26 19:38:16.623087+00:00,HOU,IND,20.0,31.0,-11.0,0.0,1,0.5681609367687912,14.0965574,14.0965574,198.71293053149475,-1.4014669251522438,True,HOU,IND,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,7,7,7,7,0,0,0,1,1,1401.546145726109,870.8801301159781,0.0,-1.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,4.5,0,0,1,0,1.4014669251522438,1,0,0
2023,3,2023_03_CAR_SEA,SEA,CAR,0.7636946439743042,5.028963,w03_predictions_history_2023.csv,2025-10-26 19:38:16.625086+00:00,SEA,CAR,37.0,27.0,10.0,1.0,1,0.0558402212864308,-4.971037,4.971037,24.711208855369,-0.2695872503711264,False,SEA,CAR,,,,,,,2.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.3333333333333335,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,7,6,7,6,0,0,0,0,0,3670.001244458722,2280.4323432705605,0.0,-3.0,3.0,0,1,0.0,0.0,0.0,0.0,2.0,61.0,1,4.0,1,0,0,1,0.26958725037112646,0,1,1
