bet_type,threshold,n_bets,wins,losses,pushes,hit_rate,avg_prob_edge_model_side,avg_model_pick_prob,avg_vegas_model_side_prob,avg_odds_decimal,avg_odds_american,total_profit,roi
moneyline_disagreement,0.0,300,137,163,0,0.45666666666666667,0.10108165634585463,0.5393774157109598,0.4382957593651052,2.2305732389689363,97.02666666666667,0.17226594548883156,0.0005742198182961052
moneyline_disagreement,0.02,292,132,160,0,0.4520547945205479,0.10345054608986291,0.5402117683296777,0.4367612222398147,2.2377472166788515,102.51369863013699,-1.6643425419896012,-0.005699803225991785
moneyline_disagreement,0.05,254,111,143,0,0.43700787401574803,0.11304707757717249,0.5435938897759766,0.43054681219880403,2.268937415242796,108.75984251968504,-5.806034183681241,-0.02285840229795764
moneyline_disagreement,0.08,191,78,113,0,0.4083769633507853,0.1289127035442391,0.5480524827540277,0.4191397792097886,2.330089036196212,127.76439790575917,-10.865238095238096,-0.05688606332585391
moneyline_disagreement,0.1,153,62,91,0,0.40522875816993464,0.13846581985587567,0.5518777457075384,0.4134119258516627,2.3634263581975996,132.41176470588235,-7.347619047619046,-0.04802365390600684
moneyline_disagreement,0.15,44,17,27,0,0.38636363636363635,0.1779159772003468,0.5626729850298912,0.38475700782954436,2.5380892255892253,149.25,-0.47000000000000064,-0.010681818181818197
