season,week,game_id,home_team_x,away_team_x,home_win_prob,pred_home_margin,prediction_source,prediction_made_at,home_team_actual,away_team_actual,home_score,away_score,home_margin,actual_home_win,predicted_home_win,prob_error_sq,margin_error,abs_margin_error,sq_margin_error,log_loss_component,misclassified,home_team_y,away_team_y,weather_wind_mph,weather_temp_f,weather_temp_kickoff_f,wind,temp,inj_qb_questionable_home,inj_qb_questionable_away,inj_qb_doubtful_home,inj_qb_doubtful_away,inj_qb_out_home,inj_qb_out_away,inj_qb_reserve_home,inj_qb_reserve_away,inj_practice_limited_home,inj_practice_limited_away,inj_practice_limited_rolling3_home,inj_practice_limited_rolling3_away,inj_qb_questionable_rolling3_home,inj_qb_questionable_rolling3_away,inj_qb_doubtful_rolling3_home,inj_qb_doubtful_rolling3_away,inj_qb_reserve_rolling3_home,inj_qb_reserve_rolling3_away,home_rest,away_rest,sched_rest_days_home,sched_rest_days_away,sched_back_to_back_travel_home,sched_back_to_back_travel_away,roof_is_dome,home_indoor,away_indoor,away_travel_distance_km,away_travel_distance_miles,home_travel_distance_km,timezone_diff_hours,timezone_diff_hours_abs,away_travel_east,away_travel_west,travel_km_short_rest,travel_km_back_to_back,travel_km_per_rest_day,timezone_diff_short_rest,weather_wind_mph_wx,weather_temp_f_wx,weather_temp_kickoff_f_wx,wind_mph,temp_f,qb_uncertain,qb_uncertainty_score,short_rest,back_to_back_travel,indoor_game,outdoor_game,log_loss_per_game,weather_temp_deviation,wind_temp_interaction,weather_temp_delta,wind_mph_delta,qb_uncertainty_recent,qb_uncertainty_trend,rest_diff,rest_days_diff,travel_timezone_product,travel_short_rest_flag,travel_rest_pressure,model_confidence_abs,model_uncertainty,model_logit_abs,pred_margin_abs,pred_margin_confidence,model_margin_disagreement,high_error,stable_label,volatility_prob,volatility_label,volatility_threshold
2016,1,2016_01_BUF_BAL,BAL,BUF,0.7275,2.2602168321609497,w01_predictions_history_2016.csv,2026-09-19 18:14:17.273207+00:00,BAL,BUF,13.0,7.0,6.0,1.0,1,0.0742562499999999,-3.7397831678390494,3.7397831678390503,13.985978142452282,-0.3181412799364894,False,BAL,BUF,8.0,72.0,,8.0,84.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0,0,0,428.9767136158515,266.5536895161953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,72.0,1.0,2.0,0.0,0.0,0.0,1.0,0.31814127993648944,12.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22750000000000004,0.5449999999999999,0.981975384942349,2.2602168321609497,0.16005589429477726,0.06744410570522277,0,1,0.017634181536620563,0,0.316745
2016,1,2016_01_SD_KC,KC,LAC,0.7275,1.1636761784553529,w01_predictions_history_2016.csv,2026-09-19 18:14:17.273207+00:00,KC,LAC,33.0,27.0,6.0,1.0,1,0.0742562499999999,-4.836323821544648,4.836323821544648,23.390028106840223,-0.3181412799364894,False,KC,LAC,11.0,73.0,,9.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0,0,1,2199.118387404246,1366.4683914997636,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,73.0,1.0,3.0,0.0,0.0,1.0,0.0,0.31814127993648944,13.0,143.0,0.0,2.0,0.0,-3.0,0.0,0.0,4398.236774808492,0.0,0.0,0.22750000000000004,0.5449999999999999,0.981975384942349,1.1636761784553529,0.08292883290517637,0.14457116709482365,0,1,0.007670250896057348,0,0.316745
2016,1,2016_01_TB_ATL,ATL,TB,0.2725,-1.931092441082001,w01_predictions_history_2016.csv,2026-09-19 18:14:17.273207+00:00,ATL,TB,24.0,31.0,-7.0,0.0,0,0.07425625,5.068907558917999,5.068907558917999,25.69382384085603,-0.3181412799364894,False,ATL,TB,0.0,70.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,1,1,0,667.5888998463652,414.8203822864358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,70.0,1.0,2.0,0.0,0.0,1.0,0.0,0.31814127993648944,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.22749999999999998,0.545,0.9819753849423488,1.931092441082001,0.13706699098625844,0.09043300901374154,0,1,0.012548299676545156,0,0.316745
2016,1,2016_01_OAK_NO,NO,LV,0.3315581284463406,-0.3503188043832779,w01_predictions_history_2016.csv,2026-09-19 18:14:17.273207+00:00,NO,LV,34.0,35.0,-1.0,0.0,0,0.10993079253884,0.6496811956167221,0.6496811956167221,0.4220856559379735,-0.4028058397680739,False,NO,LV,0.0,70.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,1,1,1,2430.0496350011117,1509.962371750276,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,70.0,1.0,2.0,0.0,0.0,1.0,0.0,0.40280583976807394,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,4860.099270002223,0.0,0.0,0.16844187155365942,0.6631162568926812,0.7011462951974018,0.3503188043832779,0.025017550470715962,0.14342432108294345,0,1,0.30933782285839273,0,0.316745
2016,1,2016_01_MIA_SEA,SEA,MIA,0.7275,1.2568826198577885,w01_predictions_history_2016.csv,2026-09-19 18:14:17.273207+00:00,SEA,MIA,12.0,10.0,2.0,1.0,1,0.0742562499999999,-0.7431173801422115,0.7431173801422115,0.5522234406694241,-0.3181412799364894,False,SEA,MIA,8.0,63.0,,2.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0,0,0,4376.989102507111,2719.734095613946,0.0,-3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,8.0,63.0,1.0,2.0,0.0,0.0,0.0,1.0,0.31814127993648944,3.0,24.0,0.0,6.0,0.0,-2.0,0.0,0.0,13130.967307521332,0.0,0.0,0.22750000000000004,0.5449999999999999,0.981975384942349,1.2568826198577885,0.08953690425806705,0.137963095741933,0,1,0.08571176696176697,0,0.316745
2016,1,2016_01_DET_IND,IND,DET,0.2725,-1.2192947983741762,w01_predictions_history_2016.csv,2026-09-19 18:14:17.273207+00:00,IND,DET,35.0,39.0,-4.0,0.0,0,0.07425625,2.780705201625824,2.780705201625824,7.7323214183489135,-0.3181412799364894,False,IND,DET,0.0,70.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0,1,1,388.10637712650237,241.1580476614719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,70.0,1.0,2.0,0.0,0.0,1.0,0.0,0.31814127993648944,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.22749999999999998,0.545,0.9819753849423488,1.2192947983741762,0.0868729498864098,0.14062705011359017,0,1,0.012548299676545156,0,0.316745
2016,2,2016_02_TEN_DET,DET,TEN,0.2725,-1.36719526052475,w02_predictions_history_2016.csv,2026-09-19 18:14:17.275204+00:00,DET,TEN,15.0,16.0,-1.0,0.0,0,0.07425625,-0.3671952605247499,0.36719526052474993,0.134832359351839,-0.3181412799364894,False,DET,TEN,0.0,70.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,1,1,0,757.5147629005538,470.69770573828004,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,70.0,1.0,1.0,0.0,0.0,1.0,0.0,0.31814127993648944,10.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,757.5147629005538,0.0,0.0,0.22749999999999998,0.545,0.9819753849423488,1.36719526052475,0.09734753789615525,0.13015246210384473,0,1,0.017634181536620563,0,0.316745
2016,2,2016_02_ATL_OAK,LV,ATL,0.2725,-3.94913182258606,w02_predictions_history_2016.csv,2026-09-19 18:14:17.275204+00:00,LV,ATL,28.0,35.0,-7.0,0.0,0,0.07425625,3.05086817741394,3.05086817741394,9.307796635957056,-0.3181412799364894,False,LV,ATL,0.0,70.0,,7.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0,1,1,2806.7303019768174,1744.0208144696371,0.0,-3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,70.0,1.0,1.5,0.0,0.0,1.0,0.0,0.31814127993648944,10.0,0.0,0.0,-7.0,0.0,-1.5,0.0,0.0,8420.190905930453,0.0,0.0,0.22749999999999998,0.545,0.9819753849423488,3.94913182258606,0.27482985379431657,0.04732985379431659,0,1,0.22724545102593882,0,0.316745
2016,2,2016_02_CIN_PIT,PIT,CIN,0.7275,2.195960795879364,w02_predictions_history_2016.csv,2026-09-19 18:14:17.275204+00:00,PIT,CIN,24.0,16.0,8.0,1.0,1,0.0742562499999999,-5.804039204120636,5.804039204120636,33.68687108296931,-0.3181412799364894,False,PIT,CIN,9.0,68.0,,4.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,7.0,0.0,1.0,0,0,0,412.86006782260256,256.5392732029984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,68.0,1.0,1.0,1.0,1.0,0.0,1.0,0.31814127993648944,8.0,72.0,0.0,5.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.22750000000000004,0.5449999999999999,0.981975384942349,2.195960795879364,0.15558050002689447,0.07191949997310557,0,1,0.00932249322493225,0,0.316745
2016,2,2016_02_DAL_WAS,WAS,DAL,0.2725,-1.995059072971344,w02_predictions_history_2016.csv,2026-09-19 18:14:17.275204+00:00,WAS,DAL,23.0,27.0,-4.0,0.0,0,0.07425625,2.004940927028656,2.004940927028656,4.019788120874527,-0.3181412799364894,False,WAS,DAL,9.0,73.0,,6.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,7.0,0.0,0.0,0,0,0,1943.0528737124052,1207.3567071915509,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,73.0,1.0,1.5,1.0,0.0,0.0,1.0,0.31814127993648944,13.0,117.0,0.0,3.0,1.0,0.5,-1.0,-1.0,1943.0528737124052,0.0,0.0,0.22749999999999998,0.545,0.9819753849423488,1.995059072971344,0.14154735874900193,0.08595264125099805,0,1,0.04735279057859703,0,0.316745
2016,2,2016_02_GB_MIN,MIN,GB,0.7275,1.2569296956062317,w02_predictions_history_2016.csv,2026-09-19 18:14:17.275204+00:00,MIN,GB,17.0,14.0,3.0,1.0,1,0.0742562499999999,-1.7430703043937683,1.7430703043937683,3.038294086059384,-0.3181412799364894,False,MIN,GB,0.0,70.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,1.0,1,1,0,413.7987253409999,257.1225277638625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,70.0,1.0,3.0,0.0,1.0,1.0,0.0,0.31814127993648944,10.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.22750000000000004,0.5449999999999999,0.981975384942349,1.2569296956062317,0.089540239853412,0.13795976014658803,0,1,0.007670250896057348,0,0.316745
2016,2,2016_02_IND_DEN,DEN,IND,0.7275,3.88768892288208,w02_predictions_history_2016.csv,2026-09-19 18:14:17.275204+00:00,DEN,IND,34.0,20.0,14.0,1.0,1,0.0742562499999999,-10.11231107711792,10.11231107711792,102.25883532040176,-0.3181412799364894,False,DEN,IND,10.0,67.0,,4.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,10.0,7.0,0.0,0.0,0,0,1,1609.0032383129478,999.7879511937547,0.0,-2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,10.0,67.0,1.0,5.0,0.0,0.0,1.0,0.0,0.31814127993648944,7.0,70.0,0.0,6.0,0.0,-5.0,3.0,3.0,3218.0064766258956,0.0,0.0,0.22750000000000004,0.5449999999999999,0.981975384942349,3.88768892288208,0.2707676924797301,0.04326769247973006,0,1,0.1463798808530078,0,0.316745
2016,2,2016_02_JAX_SD,LAC,JAX,0.7275,6.513036537170411,w02_predictions_history_2016.csv,2026-09-19 18:14:17.275204+00:00,LAC,JAX,38.0,14.0,24.0,1.0,1,0.0742562499999999,-17.48696346282959,17.48696346282959,305.793891150337,-0.3181412799364894,False,LAC,JAX,0.0,70.0,,7.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0,1,0,3460.8146096670084,2150.4498348233988,0.0,-3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,70.0,1.0,1.5,0.0,0.0,1.0,0.0,0.31814127993648944,10.0,0.0,0.0,-7.0,0.0,-1.5,0.0,0.0,10382.443829001026,0.0,0.0,0.22750000000000004,0.5449999999999999,0.981975384942349,6.513036537170411,0.4343265679992434,0.20682656799924337,1,0,0.8104554865424429,1,0.316745
2016,2,2016_02_KC_HOU,HOU,KC,0.7275,2.6849539041519166,w02_predictions_history_2016.csv,2026-09-19 18:14:17.275204+00:00,HOU,KC,19.0,12.0,7.0,1.0,1,0.0742562499999999,-4.315046095848084,4.315046095848084,18.61962280929379,-0.3181412799364894,False,HOU,KC,0.0,70.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,1,1,0,1044.7012200515062,649.1470418046245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,70.0,1.0,2.5,0.0,0.0,1.0,0.0,0.31814127993648944,10.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,0.22750000000000004,0.5449999999999999,0.981975384942349,2.6849539041519166,0.18946522257837545,0.03803477742162459,0,1,0.012548299676545156,0,0.316745
2016,2,2016_02_MIA_NE,NE,MIA,0.7275,2.2600091218948366,w02_predictions_history_2016.csv,2026-09-19 18:14:17.275204+00:00,NE,MIA,31.0,24.0,7.0,1.0,1,0.0742562499999999,-4.739990878105163,4.739990878105163,22.46751352452016,-0.3181412799364894,False,NE,MIA,11.0,67.0,,10.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,1.0,0,0,0,1972.5474708363204,1225.6837945010352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,67.0,1.0,10.0,0.0,1.0,0.0,1.0,0.31814127993648944,7.0,77.0,0.0,1.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.22750000000000004,0.5449999999999999,0.981975384942349,2.2600091218948366,0.16004143789134143,0.06745856210865861,0,1,0.0,0,0.316745
