feature,model_importance,permutation_importance,permutation_std
roster_height_pct_change_diff,0.012641766,-2.584240431822149e-05,0.00014295396974222104
roster_injured_pct_diff,0.0061591137,-2.8479308252316037e-05,1.0177148777003058e-05
roster_gsis_it_id_rolling3_diff,0.0035035121,-3.0510378073356216e-05,0.0001385280485766674
roster_status_ir_count_diff,0.001712064,-3.172037102927572e-05,6.027739763982144e-05
roster_sleeper_id_diff,0.0014459293,-3.587581078148272e-05,0.00017751712651300813
roster_jersey_number_pct_change_diff,0.008450804,-3.8427696523091194e-05,0.0003372658295417942
roster_active_pct_diff,0.0008022351,-4.121319477985441e-05,0.00019334976083659362
roster_draft_number_rolling3_diff,0.001571793,-4.706810637260528e-05,0.0001165389744473134
snaps_defense_snaps_rolling3_diff,0.0043318435,-5.687213028420235e-05,0.0004705639462495255
roster_weight_prev_diff,0.006068595,-5.7264934949952107e-05,8.214761624401378e-05
downs_rush1st_diff,0.0023862957,-5.7321536692378495e-05,0.0005867861255378673
roster_jersey_number_diff,0.0093896305,-7.242698505918188e-05,0.0006454463203513589
roster_status_ird_count_diff,0.00079482124,-8.000205511988767e-05,4.9084521214164385e-05
roster_total_players_diff,0.00036829017,-8.312661176534952e-05,4.36842848469315e-05
roster_rookie_year_prev_diff,0.0035320453,-8.76310022907445e-05,0.00032311846663120693
roster_height_delta_diff,0.027310336,-9.683967257338999e-05,0.0002012727895248955
roster_weight_diff,0.0012723755,-9.858529370803115e-05,3.952888069714299e-05
snaps_offense_pct_delta_diff,0.010741197,-0.00010346326465002776,0.0001185393039248064
roster_gsis_it_id_pct_change_diff,0.00041629872,-0.0001175792741107351,2.1597354704456477e-05
roster_status_pra_count_diff,0.0011776892,-0.0001197213105386341,2.4567464823774398e-05
roster_yahoo_id_delta_diff,0.0030212917,-0.00012029726812732289,0.0003258889192531823
inj_practice_limited_prev_diff,0.0028552886,-0.00013024801573051635,0.0024493852696966774
receiving_rec1st_diff,0.0024352209,-0.00013913605892146297,0.00028959522735566746
inj_questionable_delta_diff,0.0026242374,-0.00017048924850149305,0.0003519010605297657
receiving_rec1stpct_diff,0.002524158,-0.00017534158422507495,0.0014185098030403036
